2022-03-12 18:52:43 start                                   
2022-03-12 18:52:43 TLD:                                    https://www.tuwien.at
2022-03-12 18:52:44 extracted file[2]:                      /fileadmin/Assets/dienstleister/studienabteilung/Doktoratsstudium/Studienplan_Doktoratsstudium_Fassung_01-10-2013.pdf|Technische Wissenschaften
2022-03-12 18:52:44 extracted file[3]:                      /fileadmin/Assets/dienstleister/studienabteilung/Erweiterungsstudien/Erweiterungsstudium_Innovation_2020.pdf|Innovation
2022-03-12 18:52:44 extracted file[3]:                      /fileadmin/Assets/dienstleister/studienabteilung/Erweiterungsstudien/Erweiterungsstudium_Digitale_Kompetenzen.pdf|Digitale Kompetenz
2022-03-12 18:52:44 extracted file[4]:                      /fileadmin/Assets/dienstleister/studienabteilung/Gemeinsame_Studienprogramme/Master_Infrastrukturmanagement.pdf|Masterstudium Infrastrukturmanagement
2022-03-12 18:52:44 extracted file[5]:                      /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/StudienplanMasterChemieundTechnologiederMaterialien.pdf|Masterstudium Chemie und Technologie der Materialien
2022-03-12 18:52:44 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Green_Chemistry_2021_11_24__2_.pdf|Masterstudium Green Chemistry
2022-03-12 18:52:44 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Interdisciplinary_Mathematics_20201130__1_.pdf|Masterstudium Interdisciplinary Mathematics
2022-03-12 18:52:44 extracted file[4]:                      /fileadmin/Assets/dienstleister/studienabteilung/Gemeinsame_Studienprogramme/Masterstudium_Cartography.pdf|Internationales Masterstudium Cartography
2022-03-12 18:52:44 extracted file[5]:                      /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Bach_Data_Engineering.pdf|Bachelorstudium Data Engineering &amp; Statistics
2022-03-12 18:52:44 extracted file[5]:                      /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Master_Informatikdidaktik.pdf|Masterstudium Informatikdidaktik
2022-03-12 18:52:44 extracted file[5]:                      /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Diplomstudium_Lehramt_gesamt.pdf|UF Mathematik
2022-03-12 18:52:44 parsing page done                       
2022-03-12 18:52:44 downloading PDFs                        
2022-03-12 18:52:44 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Architektur_2021__3_.pdf
2022-03-12 18:52:44 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Bauingenieurwesen_2021.pdf
2022-03-12 18:52:45 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Geodaesie_und_Geoinformation_2021.pdf
2022-03-12 18:52:45 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2018/BachelorElektrotechnikundInformationstechnik.pdf
2022-03-12 18:52:46 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Medieninformatik_und_Visual_Computing_2021.pdf
2022-03-12 18:52:47 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Medizinische_Informatik_2021.pdf
2022-03-12 18:52:48 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Software_and_Information_Engineering_2021.pdf
2022-03-12 18:52:49 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Technische_Informatik_2021.pdf
2022-03-12 18:52:50 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Wirtschaftsinformatik_2021.pdf
2022-03-12 18:52:51 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Maschinenbau_2021.pdf
2022-03-12 18:52:51 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Wirtschaftsingenieurwesen_Maschinenbau_2021.pdf
2022-03-12 18:52:52 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Raumplanung_und_Raumordnung_2021.pdf
2022-03-12 18:52:53 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Technische_Chemie_2021.pdf
2022-03-12 18:52:54 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Technische_Mathematik_2021.pdf
2022-03-12 18:52:55 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Statistik_und_Wirtschaftsmathematik_2021.pdf
2022-03-12 18:52:55 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Finanz-_und_Versicherungsmathematik_2021.pdf
2022-03-12 18:52:56 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Technische_Physik_2021.pdf
2022-03-12 18:52:57 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2018/2Bachelorstudium_Umweltingenieurwesen.pdf
2022-03-12 18:52:58 downloading file[0]:                    /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2021/Bachelorstudium_Verfahrenstechnik_2021.pdf
2022-03-12 18:52:59 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Architektur_2021.pdf
2022-03-12 18:52:59 downloading file[5]:                    /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Masterstudium_Building_Science_and_Technology.pdf
2022-03-12 18:53:01 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Bauingenieurwissenschaften_2021.pdf
2022-03-12 18:53:02 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Biomedical_Engineering_2021.pdf
2022-03-12 18:53:03 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Computational_Science_and_Engineering_2021.pdf
2022-03-12 18:53:04 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2022/Masterstudium_elektrische_Energietechnik_und_nachhaltige_Energiesysteme.pdf
2022-03-12 18:53:04 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Embedded_Systems_2021.pdf
2022-03-12 18:53:07 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Energie_und_Automatisierungstechnik_2021.pdf
2022-03-12 18:53:10 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Telecommunications_2021.pdf
2022-03-12 18:53:13 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Mikroelektronik_und_Photonik_2021.pdf
2022-03-12 18:53:16 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2022/Masterstudium_Automatisierung_und_Robotische_Systeme__2_.pdf
2022-03-12 18:53:17 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Geodaesie_Und_Geoinformation_2021.pdf
2022-03-12 18:53:43 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Logic_and_Computation_2021.pdf
2022-03-12 18:53:43 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Visual_Computing_2021.pdf
2022-03-12 18:53:44 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Media_and_Human-Centered_Computing_2021.pdf
2022-03-12 18:53:44 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Medizinische_Informatik_2021.pdf
2022-03-12 18:53:45 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Software_Engineering_and_Internet_Computing_2021.pdf
2022-03-12 18:53:45 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Technische_Informatik_2021.pdf
2022-03-12 18:53:46 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Maschinenbau_2021.pdf
2022-03-12 18:53:48 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_WirtschaftsingenieurwesenMaschinenbau_2021.pdf
2022-03-12 18:53:50 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Materialwissenschaften_2020.pdf
2022-03-12 18:53:54 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Raumplanung_und_Raumordnung_2021.pdf
2022-03-12 18:53:55 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Technische_Chemie_2021.pdf
2022-03-12 18:53:58 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Technische_Chemie_2020_Anhang_Modulbeschreibungen.pdf
2022-03-12 18:54:00 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Technische_Mathematik_2021.pdf
2022-03-12 18:54:00 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Statistik-Wirtschaftsmathematik_2021.pdf
2022-03-12 18:54:01 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Finanz-_und_Versicherungsmathematik_2021.pdf
2022-03-12 18:54:01 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Technische_Physik_2021.pdf
2022-03-12 18:54:04 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Physikalische_Energie-und_Messtechnik_2021.pdf
2022-03-12 18:54:07 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Umweltingenieurwesen_2021.pdf
2022-03-12 18:54:07 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Verfahrenstechnik_2021.pdf
2022-03-12 18:54:08 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Business_Informatics_2021.pdf
2022-03-12 18:54:08 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Data_Science_2021.pdf
2022-03-12 18:54:09 downloading file[2]:                    /fileadmin/Assets/dienstleister/studienabteilung/Doktoratsstudium/Studienplan_Doktoratsstudium_Fassung_01-10-2013.pdf
2022-03-12 18:54:09 downloading file[3]:                    /fileadmin/Assets/dienstleister/studienabteilung/Erweiterungsstudien/Erweiterungsstudium_Innovation_2020.pdf
2022-03-12 18:54:10 downloading file[3]:                    /fileadmin/Assets/dienstleister/studienabteilung/Erweiterungsstudien/Erweiterungsstudium_Digitale_Kompetenzen.pdf
2022-03-12 18:54:10 downloading file[4]:                    /fileadmin/Assets/dienstleister/studienabteilung/Gemeinsame_Studienprogramme/Master_Infrastrukturmanagement.pdf
2022-03-12 18:54:11 downloading file[5]:                    /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/StudienplanMasterChemieundTechnologiederMaterialien.pdf
2022-03-12 18:54:12 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Green_Chemistry_2021_11_24__2_.pdf
2022-03-12 18:54:13 downloading file[1]:                    /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Interdisciplinary_Mathematics_20201130__1_.pdf
2022-03-12 18:54:13 downloading file[4]:                    /fileadmin/Assets/dienstleister/studienabteilung/Gemeinsame_Studienprogramme/Masterstudium_Cartography.pdf
2022-03-12 18:54:14 downloading file[5]:                    /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Bach_Data_Engineering.pdf
2022-03-12 18:54:15 downloading file[5]:                    /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Master_Informatikdidaktik.pdf
2022-03-12 18:54:16 downloading file[5]:                    /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Diplomstudium_Lehramt_gesamt.pdf
2022-03-12 18:54:19 downloading PDFs done                   
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Architektur_2021__3_.pdf|2779503242
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Architektur_2021__3_.pdf
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Bauingenieurwesen_2021.pdf|669247908
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Bauingenieurwesen_2021.pdf
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Geodaesie_und_Geoinformation_2021.pdf|3343673225
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Geodaesie_und_Geoinformation_2021.pdf
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/BachelorElektrotechnikundInformationstechnik.pdf|3943287668
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/BachelorElektrotechnikundInformationstechnik.pdf
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Medieninformatik_und_Visual_Computing_2021.pdf|1562148188
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Medieninformatik_und_Visual_Computing_2021.pdf
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Medizinische_Informatik_2021.pdf|3227792229
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Medizinische_Informatik_2021.pdf
2022-03-12 18:54:19 cleanup extract_url_descr(amp;):        Software &amp; Information Engineering
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Software_and_Information_Engineering_2021.pdf|1142715283
2022-03-12 18:54:19 delete file:                            /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Software_and_Information_Engineering_2021.pdf
2022-03-12 18:54:19 crc32 of file:                          /home/itsme/Desktop/git_repos/TU-Wien-curricula-archive/temp_downloads/Bachelorstudium_Technische_Informatik_2021.pdf|2102301041
