2021-05-15 13:58:49 start                                   
2021-05-15 13:58:49 TLD:                                    https://www.tuwien.at
2021-05-15 13:58:49 crawled site:                           /tu-wien/organisation/zentrale-bereiche/studienabteilung/studienplaene
2021-05-15 13:58:49 temp download folder:                   temp_downloads/
2021-05-15 13:58:49 curricula folder:                       curricula/
2021-05-15 13:58:49 searchstr: 0                            BSc
2021-05-15 13:58:49 searchstr: 1                            MSc
2021-05-15 13:58:49 searchstr: 2                            Doktor
2021-05-15 13:58:49 searchstr: 3                            Erweiterungsstudium
2021-05-15 13:58:49 searchstr: 4                            Gemeinsame_Studienprogramme
2021-05-15 13:58:49 searchstr: 5                            Alte_Studienplaene
2021-05-15 13:58:49 fetching page source                    
2021-05-15 13:58:50 page crawling donw                      
2021-05-15 13:58:50 parsing page source                     
2021-05-15 13:58:50 cleanup extract_desc(&nbsp;):           Bauingenieurwesen&nbsp;
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2018/BachelorArchitektur.pdf|Architektur
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2019/Bachelorstudium_Bauingenieurwesen.pdf|Bauingenieurwesen
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2019/Bachelorstudium_GeodaesieundGeoinformation.pdf|Geodäsie und Geoinformation
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2018/BachelorElektrotechnikundInformationstechnik.pdf|Elektrotechnik und Informationstechnik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Medieninformatik_Und_Visual_Computing_2020.pdf|Medieninformatik und Visual Computing
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Medizinische_Informatik_2020.pdf|Medizinische Informatik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Software_And_Information_Engineering_2020.pdf|Software &amp; Information Engineering
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Technische_Informatik_2020.pdf|Technische Informatik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Wirtschaftsinformatik_2020.pdf|Wirtschaftsinformatik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Maschinenbau_2020.pdf|Maschinenbau 
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Wirtschaftsingenieurwesen_Maschinenbau_2020.pdf|Wirtschaftsingenieurwesen - Maschinenbau
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2017/BachelorstudiumRaumplanungundRaumordnungE033240.pdf|Raumplanung und Raumordnung
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2019/Bachelorstudium_Technische_Chemie.pdf|Technische Chemie
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Technische_Mathematik_2020.pdf|Technische Mathematik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Statistik_und_Wirtschaftsmathematik_2020.pdf|Statistik und Wirtschaftsmathematik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Finanz-und_Versicherungsmathematik_2020.pdf|Finanz- und Versicherungsmathematik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2020/Bachelorstudium_Technische_Physik_2020.pdf|Technische Physik
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2018/2Bachelorstudium_Umweltingenieurwesen.pdf|Umweltingenieurwesen
2021-05-15 13:58:50 extracted file[0]:                      /fileadmin/Assets/dienstleister/studienabteilung/BSc_Studienplaene_2017/BachelorstudiumVerfahrenstechnikE033273.pdf|Verfahrenstechnik
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Architektur_2020.pdf|Architektur
2021-05-15 13:58:50 extracted file[5]:                      /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Masterstudium_Building_Science_and_Technology.pdf|Building Science &amp; Technologie
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Bauingenieurwissenschaften_2020.pdf|Bauingenieurwissenschaften
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2021/Masterstudium_Umweltingenieurwesen-1.pdf|Umweltingenieurwesen
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Biomedical_Engineering_2020.pdf|Biomedical Engineering
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Computational_Science_and_Engineering_2020.pdf|Computational Science and Engineering
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2020/Masterstudium_Embedded_Systems_2020.pdf|Embedded Systems
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2018/MasterEnergieundAutomatisierungstechnik.pdf|Energie- und Automatiesierungstechnik
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2019/Masterstudium_Telecommunications.pdf|Telecommunications 
2021-05-15 13:58:50 extracted file[1]:                      /fileadmin/Assets/dienstleister/studienabteilung/MSc_Studienplaene_2019/Masterstudium_Mikroelektronik_und_Photonik.pdf|Mikroelektronik und Photonik
2021-05-15 13:58:50 extracted file[5]:                      /fileadmin/Assets/dienstleister/studienabteilung/Alte_Studienplaene/Master_Energietechnik.pdf|Computertechnik 
